Şəhər,Market,Marka,Model,Buraxılış ili,Ban növü,Rəng,Fuel_type,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,New,Seats,Sahiblər,Vəziyyəti,Seller,Seller comment,Price,ImageUrl
Bakı,Qətər Auto,Hyundai,Elantra,2018,Sedan,Gümüşü,,2.0 L/165 a.g./Benzin,122 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"🎄Yeni iliniz Mubarek🎄💎💎💎💎💎💎💎💎💎💎💎💎 🔊Yanlız 🌙QƏTƏR AVTO🌙da bizə məxsus olan avtomobillərimizi BANK🏦 yolu ilə əldə etmək istəsəniz,ilkin ödəniş avtomobillərimizin qiymətinin 40-45%ni ödəməklə illik fazi dərərcələri📶 isə 13/17%-lə (azalan faizle ve manatla) 36 bezi hallarda 48-aya qeder əldə etmək mümkündür!!! Ister lizinq ister daxili kredit olsun hec birinde zamine ve resmi gelir gostermeye ehtiyac yoxdur! Əl krediti💳ilə isə əldə etmək istəsəniz,avtomobilinizin qiymətinin 40-45%ni ödəməklə 1 saat ərzində🕒 DYP🚔(Notarusda borc müqaviləsi📑🖋)və sığorta xərcləri daxil el krediti bele 36aya qeder rəsmilləşdirmə!!!
Shexsi Nomrenizide vurmaq imkani yaradilir. Əziz və dəyərli müştərilərimizə təhvil verilmə və yaxud öz avtomobilinizi ilkin ödəniş olaraq versəniz barter🔄şərtləridə mövcuddur! 💠Sona qədər oxuyun həm bu avtomobil haqqda həmdə kredit & barter şərtləri haqqında məlumat vermişik✔️ 👇🏼 💎💎💎💎💎💎💎💎💎💎💎💎💎
Mawini yeni getirmiwik olkede ilk sahibi her kim alacaqsa o kes olacaq vin kodu super gelib ayrabaqlar atmayib arxa zedeyle gelib qabag zede deyil su deyil!(bizim umumen mawinlarda su kimi guclu udar kimi problemler olmur)mawin super sazz vezyetdedir!
Vin kodlarin hamisinin wekillerin icerisinde paylawmiwiq ozunuz googlede vurub baxa bilersiz
Muxtelif illerde ve renglerde elantralarimiz gelib buyurub gelib baxa bilersiz!secim sizde her zaman xidmetinizdeyik!
💎💎💎💎💎💎💎💎💎💎💎💎💎 🗣Diqqət!🗣Diqqət!🗣Diqqət!
💠AYLIQ ÖDƏNİŞ HAQQINDA YANLIZ REAL ALICIYA MAŞININ YANINDA MƏLUMAT VERİLİR VƏ YANLIZ AVTOMOBİLİN YANINDA KREDİT ŞƏRTLƏRİNİ TAM QAYDADA ÖYRƏNƏ BİLƏRSİNİZ!!!
💠KREDİT VƏ BARTER ŞƏRTLƏRİMİZİ AZƏRBAYCANIN BÜTÜN ŞƏHƏR VƏ RAYON SAKİNLƏRİNƏ ŞAMİL OLUNUR!!!
💠BARTER İSTƏR MÖVCUD AVTOMOBİLDƏN UCUZ OLSUN,İSTƏRSƏDƏ BAHA OLSUN HƏR İKİ HALDA BİZ SİZLƏRİN RAHATLIĞINI DÜŞÜNDÜK!!! 🔹Əziz və dəyərli müştərilərimizin nəzərinə bizim maşınlarının buraxılış illərini nəzərə alın və yürüşlərinə görə irad bildirməyin! 🔹Nəzərivizə çatdıraq ki,sizə az yürüşlü maşınlar maraqlandırırsa,bu saytda dahada ucuz və dahada az yürüşlə göstərilən maşınlar çoxdur!!! 🔹Bizim məqsədimiz sizləri razı və ən əsası isə Halal qarşılayıb Halalda yola salmaqdır🤝
💠Avtosalonumuzun digər avtomobilləri ilə maraqlanmaq istəyirsinizsə aşağıda 👇 🌙QƏTƏR AVTO 🌙sözünün üzərinə basaraq bizə məxsus olan avtomobil elanlarını görəcəksiniz!
ℹ️Ünvan: Binəqədi pasyolka kirov qayısını keçən kimi AZPETROL ilə üz-üzə olan 🌙QƏTƏR AVTO🌙",25 900 AZN,https://turbo.azstatic.com/uploads/full/2023%2F12%2F15%2F14%2F49%2F43%2Fce7c85b6-c6cb-4bb4-a41e-e6c4a294094a%2F41332_s9zmMa8al0VPror7Kg2f2A.jpg
Bakı,Qətər Auto,Ford,Fusion,2014,Sedan,Qara,,1.5 L/181 a.g./Benzin,106 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"💎💎💎💎💎💎💎💎💎💎💎💎 🔊Yanlız 🌙QƏTƏR AVTO🌙da bizə məxsus olan avtomobillərimizi BANK🏦 yolu ilə əldə etmək istəsəniz,ilkin ödəniş avtomobillərimizin qiymətinin 30-35%ni ödəməklə illik fazi dərərcələri📶 isə 13/17%-lə (azalan faizle ve manatla) 36 bezi hallarda 48-aya qeder əldə etmək mümkündür!!! Ister lizinq ister daxili kredit olsun hec birinde zamine ve resmi gelir gostermeye ehtiyac yoxdur! Əl krediti💳ilə isə əldə etmək istəsəniz,avtomobilinizin qiymətinin 35/40%ni ödəməklə 1 saat ərzində🕒 DYP🚔(Notarusda borc müqaviləsi📑🖋)və sığorta xərcləri daxil el krediti bele 36aya qeder rəsmilləşdirmə!!!
Shexsi Nomrenizide vurmaq imkani yaradilir. Əziz və dəyərli müştərilərimizə təhvil verilmə və yaxud öz avtomobilinizi ilkin ödəniş olaraq versəniz barter🔄şərtləridə mövcuddur! 💠Sona qədər oxuyun həm bu avtomobil haqqda həmdə kredit & barter şərtləri haqqında məlumat vermişik✔️ 👇🏼 💎💎💎💎💎💎💎💎💎💎💎💎💎
Mawin yeni gelib Azerbaycanda surulmeyib her kim alacaqsa olkede ilk sahibi olacaq maain yaxwi vinle gelib bir krilo ve yungul qapi zedesi ile vin kodun wekillerin icerisinde paylawmiwiq ozunuz vurub googlede baxa bilersiz!mawin 106mil yol gedib temiz 2014cu ildir qara zerli reng qara deri salon panarama lyuk elektron oturacaqlarin idare edilmesi sport zavod diskler manitor arxa kamera ve oturacaqlarin qizdiricilari ve.s
Mawinin motor karobkasi superdi kankret problemi yoxdur!
Diger renglerde ve illerde Ford Fusionlar ve Malibularimiz yeni gelibler hamisi rastamojka olunub hazir vezyetde buyurun gelin secimlerinizi edin boyuk memuniyyetle yolunuzu gozleyirik.
💎💎💎💎💎💎💎💎💎💎💎💎💎 🗣Diqqət!🗣Diqqət!🗣Diqqət!
💠AYLIQ ÖDƏNİŞ HAQQINDA YANLIZ REAL ALICIYA MAŞININ YANINDA MƏLUMAT VERİLİR VƏ YANLIZ AVTOMOBİLİN YANINDA KREDİT ŞƏRTLƏRİNİ TAM QAYDADA ÖYRƏNƏ BİLƏRSİNİZ!!!
💠KREDİT VƏ BARTER ŞƏRTLƏRİMİZİ AZƏRBAYCANIN BÜTÜN ŞƏHƏR VƏ RAYON SAKİNLƏRİNƏ ŞAMİL OLUNUR!!!
💠BARTER İSTƏR MÖVCUD AVTOMOBİLDƏN UCUZ OLSUN,İSTƏRSƏDƏ BAHA OLSUN HƏR İKİ HALDA BİZ SİZLƏRİN RAHATLIĞINI DÜŞÜNDÜK!!! 🔹Əziz və dəyərli müştərilərimizin nəzərinə bizim maşınlarının buraxılış illərini nəzərə alın və yürüşlərinə görə irad bildirməyin! 🔹Nəzərivizə çatdıraq ki,sizə az yürüşlü maşınlar maraqlandırırsa,bu saytda dahada ucuz və dahada az yürüşlə göstərilən maşınlar çoxdur!!! 🔹Bizim məqsədimiz sizləri razı və ən əsası isə Halal qarşılayıb Halalda yola salmaqdır🤝
💠Avtosalonumuzun digər avtomobilləri ilə maraqlanmaq istəyirsinizsə aşağıda 👇 🌙QƏTƏR AVTO 🌙sözünün üzərinə basaraq bizə məxsus olan avtomobil elanlarını görəcəksiniz!
ℹ️Ünvan: Binəqədi pasyolka kirov qayısını keçən kimi AZPETROL ilə üz-üzə olan 🌙QƏTƏR AVTO🌙",20 500 AZN,https://turbo.azstatic.com/uploads/full/2023%2F11%2F17%2F19%2F01%2F47%2Fb1ec599c-7cae-4e89-8bd4-7f2f6860c558%2F3615_hq50ALvFmDHm8jXN1d7Vdw.jpg
Bakı,,Toyota,Prius,2007,Liftbek,Qırmızı,,1.5 L/76 a.g./Hibrid,299 000 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",elturan,"Bezdetal!!!!!Masinin butun detallari ozunundur mator yaq yemir vurugu udari yoxdur salon seliqelidi temiz masin axdaranlar buyursun
masin takside surulmeyib.
Real alana cuzi endirim var",12 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F01%2F21%2F08%2F37%2Fc312879a-f7f2-4216-875d-0bf8ad1429a0%2F3682_R0QCczggHu-tSfrnTI6oag.jpg
Bakı,,Mercedes,C 200,1995,Sedan,Yaşıl,,2.0 L/136 a.g./Benzin,400 000 km,Avtomat,Arxa,,,2,"Vuruğu yoxdur, rənglənməyib",Anar,Masin oz masinimdi. Tecili satmiram . Tekerler 150 km surulmuyub hec tep tezedir. Kraskadan teze cixib. Yag teze deyisdirilib. Yag yemir. Bele ilde bele vezyetde cox az sayda var ceska. Alverciler zeng elemesin. Masina yeni guneslide baxmag olar . Sekillere effect bele verilmiyib. Son qiymetdi qiymeti tam endrimdim!!,7 600 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F10%2F12%2F57%2F06%2Fa8058063-4c23-48ce-b62a-e36ae7d29845%2F25245_QQqLV3SICYJho8383mFLTQ.jpg
Xırdalan,İdeal Cars 005,Nissan,Juke,2015,Offroader / SUV,Yaş Asfalt,,1.5 L/119 a.g./Benzin,155 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"AVTOSALON İDEAL CARS 005
~~~~~~~~~~~~~~~~~~~~~~~~
SALONUMUZDA NİSSAN JUKE MODELİNİN CEŞİDLERİ COXDUR!
Alvercilerde bizden götrür yeni gelen maşınlardan!
Tam ideal vezyetdedir
Teze maşınan ferqlenmir
Cox sveji cox baxımlı maşındır
Hec bir xerc teleb etmir
Mator karopka eladır
Udar vuruq yoxdur
Texniki ve elektronikasi eladır
Bütün funksiyalari işlekdir
•Pult sistemi
•El izi ile qapıların acılması
•Star stop
•360 kamera
•klimat Kondisoner ve s
2015/2016 alıl ili
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
KREDİT və ya LİZİNG şərtləri ilə avtomobil almaq istəyənlərin nəzərinə:
- Salonumuzda istediyiniz avtomobili kreditlə minimum 40-50% ilkin ödəniş etməklə 3 - 36 aya dək əldə edə bilərsiniz.
- Avtomobil 2 saat erzində rəsmiləşdirilib müştəriyə təhvil verilir.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
UNVAN:Baki-Sumqayit yolu,Sumqayit seherine catmamis,Sumqayit masin bazari ile uzbe-uz.MİR-OIL,ZAPRAFKAYLA YAN YANA İDEAL CARS 005",21 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F13%2F10%2F03%2F4205d271-3dcb-4cf9-83ea-43975d37bae1%2F3683_-qwJ4zGb5ELbpqzn3K8jUg.jpg
Bakı,ONEAuto,Changan,Oshan Z6,2023,Offroader / SUV,Ağ,,1.5 L/196 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",,"Elektrik mühərrik ilə qət edilən məsafə: 150 km
Batareya enerjisi: 28.4 kVs
100 km-ə enerji sərfiyyatı (kVsaat/100km): 20.5
Tam şarj etmə müddəti: 4 saat
Sürətli şarj etmə: 0-80%-dək: 0.5 saat
Ölçülər: 4699x1890x1680
Təkər bazası 2795 mm
Təkər ölçüləri: 245/50/R20
Çəki:1830 kq
Yanacaq çəninin həcmi: 53 litr
Yük bölümünün həcmi: 638/1425 litr
Qapi sayı: 5
Yer sayı: 5",26 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F13%2F16%2F50%2F12%2Fd2e08405-2080-4933-a144-68e116a84c09%2F3816_culKvtAaXAOLkgHoa5dg3A.jpg
Bakı,Qətər Auto,Ford,Fusion,2015,Sedan,Ağ,,1.5 L/181 a.g./Benzin,134 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"💎💎💎💎💎💎💎💎💎💎💎💎 🔊Yanlız 🌙QƏTƏR AVTO🌙da bizə məxsus olan avtomobillərimizi BANK🏦 yolu ilə əldə etmək istəsəniz,ilkin ödəniş avtomobillərimizin qiymətinin 40-45%ni ödəməklə illik fazi dərərcələri📶 isə 13/17%-lə əldə etmək mümkündür!!! Əl krediti💳ilə isə əldə etmək istəsəniz,avtomobilinizin qiymətini 45-50%ni ödəməklə 1 saat ərzində🕒 DYP🚔(Notarusda borc müqaviləsi📑🖋)və sığorta xərcləri daxil rəsmilləşdirmə!!! Əziz və dəyərli müştərilərimizə təhvil verilmə və yaxud öz avtomobilinizi ilkin ödəniş olaraq versəniz barter🔄şərtləridə mövcuddur! 💠Sona qədər oxuyun həm bu avtomobil haqqda həmdə kredit & barter şərtləri haqqında məlumat vermişik✔️ 💎💎💎💎💎💎💎💎💎💎💎💎💎
Texpasport temiz 2015 ful versiya Mirvari reng deri panarama manitor kamera elektron yaddawli oturacaqlar qizdiricilar sport zavod diskler ve.s
Mawinin vin kodun wekiller icerisinde paylawmiwiq ozunuz vurun googlede baxin mawin cox super vinle gelib bakiya bizde umumiyyetle udarli suda batan mawinlar olmur diger renglerde ve muxtelif illerde Ford fusionlarimizda gelib buyurun gelin her zaman xidmetinizdeyik!mawin 134mil yol gedib mirvari temiz2015
💎💎💎💎💎💎💎💎💎💎💎💎💎 🗣Diqqət!🗣Diqqət!🗣Diqqət!
💠AYLIQ ÖDƏNİŞ HAQQINDA YANLIZ REAL ALICIYA MAŞININ YANINDA MƏLUMAT VERİLİR VƏ YANLIZ AVTOMOBİLİN YANINDA KREDİT ŞƏRTLƏRİNİ TAM QAYDADA ÖYRƏNƏ BİLƏRSİNİZ!!!
💠KREDİT VƏ BARTER ŞƏRTLƏRİMİZİ AZƏRBAYCANIN BÜTÜN ŞƏHƏR VƏ RAYON SAKİNLƏRİNƏ ŞAMİL OLUNUR!!!
💠BARTER İSTƏR MÖVCUD AVTOMOBİLDƏN UCUZ OLSUN,İSTƏRSƏDƏ BAHA OLSUN HƏR İKİ HALDA BİZ SİZLƏRİN RAHATLIĞINI DÜŞÜNDÜK!!! 🔹Əziz və dəyərli müştərilərimizin nəzərinə bizim maşınlarının buraxılış illərini nəzərə alın və yürüşlərinə görə irad bildirməyin! 🔹Nəzərivizə çatdıraq ki,sizə az yürüşlü maşınlar maraqlandırırsa,bu saytda dahada ucuz və dahada az yürüşlə göstərilən maşınlar çoxdur!!! 🔹Bizim məqsədimiz sizləri razı və ən əsası isə Halal qarşılayıb Halalda yola salmaqdır🤝
💠Avtosalonumuzun digər avtomobilləri ilə maraqlanmaq istəyirsinizsə aşağıda 👇 🌙QƏTƏR AVTO 🌙sözünün üzərinə basaraq bizə məxsus olan avtomobil elanlarını görəcəksiniz!
ℹ️Ünvan: Binəqədi pasyolka kirov qayısını keçən kimi AZPETROL ilə üz-üzə olan 🌙QƏTƏR AVTO🌙",20 500 AZN,https://turbo.azstatic.com/uploads/full/2023%2F09%2F26%2F18%2F24%2F46%2F776bbd40-7713-4348-be24-89e79e498141%2F91816_F-c1OmHYeQcEOJ-8CxFIfg.jpg
Xırdalan,,Hyundai,Tucson,2017,Offroader / SUV,Ağ,,2.0 L/150 a.g./Benzin,93 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Şahin,Tecili satlir . Hec bir xerc teleb etmir tam olarag ideal veziyetdedir . Yeni gelib Azerbaycana burda sürülmeyib . Tam ideal veziyetdedir . Start stop . Android monitor . Arxa kamera . Salon temiz ve idealdi . Motor yagi ve filtreler servizde degişilib . Bütün raxsodnikler yeni degişib . Bütün funkziyalar işlek veziyetdedir . Alan adam isdediyi yerde yoxlda biler . Tekerler yenidir . Sade motor sade korobka 92 rahat işleyir .,28 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F18%2F12%2F58%2F74e1c0eb-f860-4e13-b04a-9545233d15a0%2F3782_o4YKS5gHjMR1Pkogy5Fjuw.jpg
Bakı,World Cars,Land Rover,Range Rover,2014,Offroader / SUV,Göy,,5.0 L/510 a.g./Benzin,95 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Autobiography,
Hecbir xerc teleb etmir,
Ideal veziyyetdedir,
Reng deyen detali yoxdur.",59 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F10%2F02%2F14%2F23%2F29%2F51d03b91-6d8d-4344-8419-8a1082327e82%2F91827_xvBkyI0_-3I-SsEypqOY3w.jpg
Bakı,Audi Azərbaycan,Audi,Q5,2023,Offroader / SUV,Qara,,2.0 L/245 a.g./Benzin,0 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Xüsusi endirim kampaniyası ilə 7600 Avro endirim
Köhnə qiymət : 57500 Avro
Xüsusi qiymət Yanvar ayı ərzində qüvvədədir
Audi Q5 45 Advanced
Rəsmi İdxalçı tərəfindən 4 illik zəmanətlə
Rəng : Manhattan Grey
Extra Opsiyalar:
• 4 silindrli SI mühərrik 2.0 l / 183 kW TFSI, homojen baza mühərrik TW6 / T2G
• Ambiyans işıqlandırma
• Siqaret alışqanı və külqabı
• Sürət məhdudlaşdırıcısı olan kruiz idarəetmə sistemi
• Boz Qəhvəyi Təbii İncə dekorativ əlavələr
• Emissiya standartı Avro-6
• Ön və arxa ayaqaltı
• Qara rəngli parka tavan
• Hold-assist (Geriyə sürürşmədən qoruyucu system)
• Rus dilində məlumat kitabçası
• Baqajın avtomatik açılıb/bağlanması
• Arxa qapı şüşələri pərdəsi
• Yüngül hibrid
• Panoramik lyuk
• Park yardımı Plus sistemi
• Arxa oturacaq Plus sistemi
• Arxa görünüş kamera sistemi
• Təhlükəsizlik kəməri xatırlatması
• Ön oturacaq qızdırıcıları
• Dəri ilə üzlənmiş, idman üslublu (alt hissəsi düz), çox funksiyalı sükan
• Təkərlərin təzyiqinə nəzarət sistemi
• Çoxfunksiyalı kamera",49 900 EUR,https://turbo.azstatic.com/uploads/full/2023%2F06%2F24%2F13%2F40%2F34%2F83b322e6-9b3b-4875-8edb-d407b2ea0886%2F99079_mOsQCHQ1ujSeO4dZQHQfow.jpg
Bakı,Premium,Land Rover,Range Rover,2019,Offroader / SUV,Qara,,3.0 L/248 a.g./Dizel,59 900 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"Avtomobil Demak Olarki Yenidir!!!
En Full Versiyadir!!!
Hecbir Detalina Rang Daymayib!!!
Hecbir Problemi Yoxdur!!!
Harda Istasaniz Yoxlatdira Bilarsiniz!!!
Unvan:Babek Pr37",91 000 USD,https://turbo.azstatic.com/uploads/full/2023%2F12%2F04%2F17%2F57%2F26%2F96952f06-589c-4b97-8c82-79ced42a5ca7%2F88077_9i3tzI8ukQXngjXb2ynWow.jpg
Bakı,"Avtosalon ""999""",Mercedes,GLE 350 Coupe,2022,Offroader / SUV,Qara,,2.0 L/315 a.g./Plug-in Hibrid,0 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",,"LİZİNG:
İlkin ödəniş: 25%-dən başlayan.
İllik faiz: 20% (manatla, azalan faiz (annuitet), dollara bağlılıq yoxdur)
Müddət: 36 ay
********************
KREDİT:
İlkin ödəniş: 40%
İllik faiz: 16-18% (manatla, azalan faiz (annuitet), dollara bağlılıq yoxdur)
Müddət: 36 ay (istisna hallarda 48 ay da ola bilər)
********************",124 999 USD,https://turbo.azstatic.com/uploads/full/2023%2F02%2F22%2F15%2F35%2F47%2F57f08356-c75b-4731-94e9-fb533b5eb226%2F4188_9GQLucCjoIG89Wnhzd5zPQ.jpg
Bakı,,Kia,Optima,2016,Sedan,Boz,,2.0 L/274 a.g./Benzin,57 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Anar,"Optima SXL, original probeq, yeni gelib, sinifinin en full komplektasiyasidi, butun funksiyalari var ve ishlekdi, istenilen yerde yoxlatmaq mumkundu",32 000 AZN,https://turbo.azstatic.com/uploads/full/2023%2F10%2F01%2F12%2F40%2F28%2Fca8b3a9d-154c-4b6e-ac11-254c37acbd5e%2F91811_ZRD-JSyBSuITvmMi9l20yQ.jpg
Bakı,,Toyota,Prius,2008,Liftbek,Gümüşü,,1.5 L/76 a.g./Hibrid,220 000 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",Zaur,"NƏGD SATILMIR!!!!!Avtomobil yaxşı vəziyətdədir hec bir xərc tələb etmir,ABS,mator,batareykalar ideal vəziyətdədir,avtomobildə vurugdan udardan,pasdan söhbət gedə bilməz!!!İDepozit 600 AZN,günü 25AZN !Avtomobil servisdə yoxlanılıb sizə təhvil veriləcək!!!!Xahiş olunur citdi şəxslər narahat etsin!!!!!!!!",13 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F24%2F09%2F41%2F20%2Fe013b8b2-1862-4596-b812-3124fcc0320a%2F3771_UuOqAdZBbtgaIBkTOalikw.jpg
Bakı,,Land Rover,Range Rover,2016,Offroader / SUV,Qara,,3.0 L/248 a.g./Dizel,108 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Elmar,"Təcili satılır, ideal veziyetdedi, probeq orginaldi, masin ikinci masin kimi yalniz heftesonlari surulub. Istenilen yerde yoxlatdirmaq mumkundur. Barter ve lizing mumkundur.",54 000 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F19%2F16%2F13%2F27%2F37855d1e-73c3-4fde-957a-c68fa284c5b3%2F88105_Z2wFMwKWnkxb4qUHgPcmfw.jpg
Sumqayıt,,Hyundai,Elantra,2014,Sedan,Göy,,1.8 L/150 a.g./Benzin,120 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Anar,Maşın yeni gəlib.ideal vəziyyətdədir.təcili satılır!,19 600 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F13%2F20%2F59%2F05%2F02832ff0-a886-4684-955e-045cd65943b5%2F3804_E5gPP9B5JVBAWqq6AjhY4g.jpg
Bakı,,Hyundai,Tucson,2016,Offroader / SUV,Qara,,2.0 L/184 a.g./Dizel,170 000 km,Avtomat,Ön,,,0,"Vuruğu yoxdur, rənglənməyib",Turan,"Tecili satılır.Öz maşınımdır vurugu udarı reng deyen yeri yoxdu.Bez Kraska. Sade avtomat karopka .Hec bir xerci yoxdu istenilen yerde yoxlatdıra bilersiz ne xerci cıxarsa tam puldan cıxıacaq.yagı yeni deyişib,tekerler yenidir.yanacaq serfiyatı şeher ici 8 litr trasda 5-7 litr.xaiş olunur ciddi olmayanlar yıgmasın seher 10:00-axşam 21:00 kimi zeng ede bilersiz boş boş suallara gore narahat etmeyin,barter olunmur",32 200 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F03%2F12%2F28%2F54%2F76afed34-1a60-4a87-b35b-1d9bbebe5b10%2F3774_c_wvOtXN5YHX1jBzQ8YDKw.jpg
Bakı,,Lexus,GX 460,2010,Offroader / SUV,Qara,,4.6 L/296 a.g./Benzin,208 000 km,Avtomat,Tam,,,2,"Vuruğu yoxdur, rənglənməyib",Sahib,"Bezkraska!!!
BARTER maraqlidir baxir teklife
Tekliflerinizi vatsapa yaza bilersiniz
Yanacaq serfiyyati trasda 8-9 seherde 14-15 litrdur.
Muherrik,suretler qutusu,asqi sistemi,elektronikasi ve kuzasi ideal veziyyetdedir.
SERVISDE BAXILIB MASINA,BUTUN XERCLERI VAXTI VAXTINDA QARSILANIB.
TEKERLERI YENIDIR.Istenilen yerde yoxlatdira bilersiniz masini.
Masin 7 yerlikdir ve arxa monitorlari da var.Oturacaqlarin idare etmesi elktrondur ve oturacaq qizdirici ve soyuducu ile temin olunub.Klima 3 zonalidir.Sukan 4 istiqametde idare olunur.Oturacaqlarda memori paket var.Masinda xususi asma eleyhine sistem var.Yaponiyada yigilib,Amerika varianti deyil!!!Muherrikin uzaqdan ise salinmasi funksiyasi aktivdir.
4.6L V8 DOHC 32V 4WD
360 derece kamera nezaret sistemi - 4 eded kamersi var 2 yan 1 arxa 1 on
Mark Levenson ses sistemi
Cruise control
Traction control
Stability control
Engine immobilizer
Tire pressure monitoring
Vehicle anti-theft
CD changer
MP3 player
Sunroof
Power Steering
Tilt steering wheel
High intensity discharge headlights
Daytime running lights
Fog lights
Power door locks
Power windows
Power seats
Heated seats
Leather seats
Power adjustable exterior mirror
Heated mirrors
Rear defogger
Keyless entry
Front air conditioning
Front air conditioning zones
ABS brakes
Alloy wheels
DVD player
Navigation system
Subwoofer
Power sunroof",26 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F12%2F19%2F11%2F38%2F09%2F4a83fd38-2861-41a4-8cf4-2d4ce94edf0d%2F3793_GrujhZyCmDB453wBd8avXg.jpg
Bakı,,GWM,Voleex C30,2014,Sedan,Ağ,,1.5 L/105 a.g./Benzin,299 000 km,Mexaniki,Ön,,,1,"Vuruğu yoxdur, rənglənib",Ulfet,Masin ideal vezyetdedir cox dozumlu masindi bilenler bilir rasxodsuz masindi en vacib butun ehtiyyat hisseleri deyisilib orjinalnan yeni masinnan secilmir,9 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F11%2F57%2F02%2Fba4a65e8-f2df-4bf5-aa17-f479f8dfbdb0%2F3727_Gio1vWoM1lQfV-RNlDalmQ.jpg
Bakı,,LADA (VAZ),Niva,2021,Offroader / SUV,Ağ,,1.7 L/80 a.g./Benzin,22 800 km,Mexaniki,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Valeh,"2022 Urban Vazdan alln qarantidedi.
Qaraj şerayitinde saxlanlr sürülmür.
2 defe vazda yaq deyişib.
Pioner aparatura ylqllb. bahall rul qoyulub.
Real allcl zenk vursun",18 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F07%2F17%2F53%2F38%2Fcc0cd093-6a5f-413e-ac17-c7dd4b8805bd%2F25248_9wzE4x7hjjVrljvTWVTw4A.jpg
Xırdalan,,Hyundai,Tucson,2017,Offroader / SUV,Ağ,,2.0 L/150 a.g./Benzin,93 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Şahin,Tecili satlir . Hec bir xerc teleb etmir tam olarag ideal veziyetdedir . Yeni gelib Azerbaycana burda sürülmeyib . Tam ideal veziyetdedir . Start stop . Android monitor . Arxa kamera . Salon temiz ve idealdi . Motor yagi ve filtreler servizde degişilib . Bütün raxsodnikler yeni degişib . Bütün funkziyalar işlek veziyetdedir . Alan adam isdediyi yerde yoxlda biler . Tekerler yenidir . Sade motor sade korobka 92 rahat işleyir .,28 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F18%2F12%2F58%2F74e1c0eb-f860-4e13-b04a-9545233d15a0%2F3782_o4YKS5gHjMR1Pkogy5Fjuw.jpg
Bakı,,Daewoo,Leganza,2001,Sedan,Gümüşü,,2.0 L/130 a.g./Benzin,498 832 km,Mexaniki,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Elyar,"Salam.
Təcili satılır
Kuza zavodur Mator karopqa xadavoyu super vəziyətdədi, xaiş edirəm ciddi şəxslər nərahat etsin.
Qiyyməti maşinin yaninda danışmaq olar.",5 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F13%2F00%2F10%2Ff4f97a69-7028-4297-97f1-2aa51d1a792a%2F56342_t19rMF0YVZdcNxkXnQZnrg.jpg
